# The index has the following fields:
#
#   ID: A unique id of the form 01234.567 that identifies a model 
#       01234 is unique for each combination of (Protein, Species), and 567 is unique 
#       for each combination of (Experiment, Experiment Details, Model ID),
#       In other words, 01234 identifies the protein 'version', whereas 567 identifies 
#       the model 'version' for that protein version.
#   Protein: The protein name, e.g. RBFOX1.
#   Type: Indicates whether the protein is considered an RBP, a TF, etc.
#   Species: The species name, e.g. Homo sapiens.
#   Family: The protein family, e.g. Homeodomain.
#   Class: The protein structural class, e.g. Zinc-coordinating.
#   Experiment: The technology used to measure the training data, e.g. ChIP-seq, HT-SELEX.
#   Experiment Details: A list of strings that describe how the experiment was configured,
#                       e.g. ["Cell Line=K562","Lab=Stanford"]
#   Model ID: A number/string that can be used to identify this model as distinct from 
#             other models for the same (Protein, Species, Experiment, Experiment Details),
#             e.g. if a new, better model was trained and therefore needs a new version ID.
#   Comments: 
#
#
ID	Protein	Type	Species	Family	Class	Experiment	Experiment Details	Model	Cite	Labels	Path	Comment
D00712.002	ZBED1	TF	Homo sapiens			SELEX	['CloneType=DBD','Primer=TAATAG20NCG','Cycle=3','Batch=W']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/ZBED1_DBD_TAATAG20NCG_3_W	
D00712.003	ZBED1	TF	Homo sapiens			SELEX	['CloneType=DBD','Primer=TAATAG20NCG','Cycle=4','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZBED1_DBD_TAATAG20NCG_4_W	
D00713.001	ZBTB49	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TCTAAT20NGA','Cycle=2','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZBTB49_DBD_TCTAAT20NGA_2_AC	
D00713.002	ZBTB49	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TCTAAT20NGA','Cycle=3','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZBTB49_DBD_TCTAAT20NGA_3_AC	
D00713.003	ZBTB49	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TCTAAT20NGA','Cycle=4','Batch=AC']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/ZBTB49_DBD_TCTAAT20NGA_4_AC	
D00714.001	ZBTB7A	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TGAATA20NGA','Cycle=2','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZBTB7A_DBD_TGAATA20NGA_2_W	
D00714.002	ZBTB7A	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TGAATA20NGA','Cycle=3','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZBTB7A_DBD_TGAATA20NGA_3_W	
D00714.003	ZBTB7A	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TGAATA20NGA','Cycle=4','Batch=W']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/ZBTB7A_DBD_TGAATA20NGA_4_W	
D00715.001	ZBTB7B	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TAGCCT20NCG','Cycle=2','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZBTB7B_FL_TAGCCT20NCG_2_AC	
D00715.002	ZBTB7B	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TAGCCT20NCG','Cycle=3','Batch=AC']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/ZBTB7B_FL_TAGCCT20NCG_3_AC	
D00715.003	ZBTB7B	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TAGCCT20NCG','Cycle=4','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZBTB7B_FL_TAGCCT20NCG_4_AC	
D00716.001	ZBTB7C	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TCGCCA40NCCT','Cycle=2','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZBTB7C_FL_TCGCCA40NCCT_2_AI	
D00716.002	ZBTB7C	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TCGCCA40NCCT','Cycle=3','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZBTB7C_FL_TCGCCA40NCCT_3_AI	
D00716.003	ZBTB7C	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TCGCCA40NCCT','Cycle=4','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/ZBTB7C_FL_TCGCCA40NCCT_4_AI	
D00716.004	ZBTB7C	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TCGCCA40NCCT','Cycle=5','Batch=AI']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/ZBTB7C_FL_TCGCCA40NCCT_5_AI	
D00716.005	ZBTB7C	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TCGCCA40NCCT','Cycle=6','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZBTB7C_FL_TCGCCA40NCCT_6_AI	
D00717.001	Zfp652	TF	Mus musculus	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TACGAG20NCG','Cycle=2','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Zfp652_DBD_TACGAG20NCG_2_Z	
D00717.002	Zfp652	TF	Mus musculus	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TACGAG20NCG','Cycle=3','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Zfp652_DBD_TACGAG20NCG_3_Z	
D00717.003	Zfp652	TF	Mus musculus	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TACGAG20NCG','Cycle=4','Batch=Z']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/Zfp652_DBD_TACGAG20NCG_4_Z	
D00718.001	Zfp740	TF	Mus musculus	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TCAACC20NCG','Cycle=2','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Zfp740_DBD_TCAACC20NCG_2_Z	
D00718.002	Zfp740	TF	Mus musculus	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TCAACC20NCG','Cycle=3','Batch=Z']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/Zfp740_DBD_TCAACC20NCG_3_Z	
D00718.003	Zfp740	TF	Mus musculus	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TCAACC20NCG','Cycle=4','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Zfp740_DBD_TCAACC20NCG_4_Z	
D00719.001	ZIC1	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TCGACT20NCAT','Cycle=2','Batch=AF']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZIC1_FL_TCGACT20NCAT_2_AF	
D00719.002	ZIC1	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TCGACT20NCAT','Cycle=3','Batch=AF']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/ZIC1_FL_TCGACT20NCAT_3_AF	
D00719.003	ZIC1	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TCGACT20NCAT','Cycle=4','Batch=AF']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/ZIC1_FL_TCGACT20NCAT_4_AF	
D00720.001	Zic3	TF	Mus musculus	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TCAAAA20NAAA','Cycle=2','Batch=AF']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Zic3_DBD_TCAAAA20NAAA_2_AF	
D00720.002	Zic3	TF	Mus musculus	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TCAAAA20NAAA','Cycle=3','Batch=AF']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/Zic3_DBD_TCAAAA20NAAA_3_AF	
D00720.003	Zic3	TF	Mus musculus	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TCAAAA20NAAA','Cycle=4','Batch=AF']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Zic3_DBD_TCAAAA20NAAA_4_AF	
D00721.001	ZIC3	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TCACGT20NGCA','Cycle=2','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZIC3_FL_TCACGT20NGCA_2_AE	
D00721.002	ZIC3	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TCACGT20NGCA','Cycle=3','Batch=AE']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/ZIC3_FL_TCACGT20NGCA_3_AE	
D00721.003	ZIC3	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TCACGT20NGCA','Cycle=4','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZIC3_FL_TCACGT20NGCA_4_AE	
D00722.001	ZIC4	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TGAGGC20NGA','Cycle=2','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZIC4_DBD_TGAGGC20NGA_2_AC	
D00722.002	ZIC4	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TGAGGC20NGA','Cycle=3','Batch=AC']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/ZIC4_DBD_TGAGGC20NGA_3_AC	
D00722.003	ZIC4	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TGAGGC20NGA','Cycle=4','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZIC4_DBD_TGAGGC20NGA_4_AC	
D00723.001	ZNF143	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TGCAAG20NCG','Cycle=2','Batch=V']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZNF143_DBD_TGCAAG20NCG_2_V	
D00723.002	ZNF143	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TGCAAG20NCG','Cycle=3','Batch=V']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZNF143_DBD_TGCAAG20NCG_3_V	
D00723.003	ZNF143	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TGCAAG20NCG','Cycle=4','Batch=V']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/ZNF143_DBD_TGCAAG20NCG_4_V	
D00724.001	ZNF232	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TATCAT20NACG','Cycle=2','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZNF232_FL_TATCAT20NACG_2_W	
D00724.002	ZNF232	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TATCAT20NACG','Cycle=3','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZNF232_FL_TATCAT20NACG_3_W	
D00724.003	ZNF232	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TATCAT20NACG','Cycle=4','Batch=W']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/ZNF232_FL_TATCAT20NACG_4_W	
D00725.001	ZNF238	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TGGTGA20NGA','Cycle=2','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZNF238_DBD_TGGTGA20NGA_2_AC	
D00725.002	ZNF238	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TGGTGA20NGA','Cycle=3','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/ZNF238_DBD_TGGTGA20NGA_3_AC	
D00725.003	ZNF238	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TGGTGA20NGA','Cycle=4','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZNF238_DBD_TGGTGA20NGA_4_AC	
D00725.004	ZNF238	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TAGTAA20NATT','Cycle=2','Batch=W']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/ZNF238_FL_TAGTAA20NATT_2_W	
D00725.005	ZNF238	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TAGTAA20NATT','Cycle=3','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/ZNF238_FL_TAGTAA20NATT_3_W	
D00725.006	ZNF238	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TAGTAA20NATT','Cycle=4','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZNF238_FL_TAGTAA20NATT_4_W	
D00726.001	ZNF282	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TGCCTG20NGA','Cycle=2','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZNF282_DBD_TGCCTG20NGA_2_AC	
D00726.002	ZNF282	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TGCCTG20NGA','Cycle=3','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZNF282_DBD_TGCCTG20NGA_3_AC	
D00726.003	ZNF282	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TGCCTG20NGA','Cycle=4','Batch=AC']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/ZNF282_DBD_TGCCTG20NGA_4_AC	
D00727.001	ZNF306	TF	Homo sapiens	znfC2H2		SELEX	['CloneType=FL','Primer=TAGGGC20NGGT','Cycle=2','Batch=AD']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZNF306_FL_TAGGGC20NGGT_2_AD	
D00727.002	ZNF306	TF	Homo sapiens	znfC2H2		SELEX	['CloneType=FL','Primer=TAGGGC20NGGT','Cycle=3','Batch=AD']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZNF306_FL_TAGGGC20NGGT_3_AD	
D00727.003	ZNF306	TF	Homo sapiens	znfC2H2		SELEX	['CloneType=FL','Primer=TAGGGC20NGGT','Cycle=4','Batch=AD']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/ZNF306_FL_TAGGGC20NGGT_4_AD	
D00728.001	ZNF410	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TGCACT20NGA','Cycle=2','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZNF410_DBD_TGCACT20NGA_2_AC	
D00728.002	ZNF410	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TGCACT20NGA','Cycle=3','Batch=AC']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/ZNF410_DBD_TGCACT20NGA_3_AC	
D00728.003	ZNF410	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TGCACT20NGA','Cycle=4','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZNF410_DBD_TGCACT20NGA_4_AC	
D00729.001	ZNF435	TF	Homo sapiens	znfC2H2		SELEX	['CloneType=FL','Primer=TATTTA20NTTG','Cycle=2','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZNF435_FL_TATTTA20NTTG_2_W	
D00729.002	ZNF435	TF	Homo sapiens	znfC2H2		SELEX	['CloneType=FL','Primer=TATTTA20NTTG','Cycle=3','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZNF435_FL_TATTTA20NTTG_3_W	
D00729.003	ZNF435	TF	Homo sapiens	znfC2H2		SELEX	['CloneType=FL','Primer=TATTTA20NTTG','Cycle=4','Batch=W']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/ZNF435_FL_TATTTA20NTTG_4_W	
D00730.001	ZNF524	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TCTATG40NTAG','Cycle=2','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZNF524_FL_TCTATG40NTAG_2_AI	
D00730.002	ZNF524	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TCTATG40NTAG','Cycle=3','Batch=AI']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/ZNF524_FL_TCTATG40NTAG_3_AI	
D00730.003	ZNF524	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TCTATG40NTAG','Cycle=4','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZNF524_FL_TCTATG40NTAG_4_AI	
D00730.004	ZNF524	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TCTATG40NTAG','Cycle=5','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/ZNF524_FL_TCTATG40NTAG_5_AI	
D00730.005	ZNF524	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TCTATG40NTAG','Cycle=6','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZNF524_FL_TCTATG40NTAG_6_AI	
D00731.001	ZNF713	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TAGGAT20NAGT','Cycle=2','Batch=AD']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZNF713_FL_TAGGAT20NAGT_2_AD	
D00731.002	ZNF713	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TAGGAT20NAGT','Cycle=3','Batch=AD']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZNF713_FL_TAGGAT20NAGT_3_AD	
D00731.003	ZNF713	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TAGGAT20NAGT','Cycle=4','Batch=AD']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/ZNF713_FL_TAGGAT20NAGT_4_AD	
D00732.001	ZNF740	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TGGTCT20NCTT','Cycle=2','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZNF740_DBD_TGGTCT20NCTT_2_Y	
D00732.002	ZNF740	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TGGTCT20NCTT','Cycle=3','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZNF740_DBD_TGGTCT20NCTT_3_Y	
D00732.003	ZNF740	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=TGGTCT20NCTT','Cycle=4','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/ZNF740_DBD_TGGTCT20NCTT_4_Y	
D00732.004	ZNF740	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TGTGAG20NGA','Cycle=2','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZNF740_FL_TGTGAG20NGA_2_AE	
D00732.005	ZNF740	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TGTGAG20NGA','Cycle=3','Batch=AE']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/ZNF740_FL_TGTGAG20NGA_3_AE	
D00732.006	ZNF740	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TGTGAG20NGA','Cycle=4','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/ZNF740_FL_TGTGAG20NGA_4_AE	
D00733.001	ZNF75A	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=CCATA14N','Cycle=2','Batch=V']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZNF75A_DBD_CCATA14N_2_V	
D00733.002	ZNF75A	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=CCATA14N','Cycle=3','Batch=V']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZNF75A_DBD_CCATA14N_3_V	
D00733.003	ZNF75A	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=DBD','Primer=CCATA14N','Cycle=4','Batch=V']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/ZNF75A_DBD_CCATA14N_4_V	
D00734.001	ZNF784	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TGCGGG20NGA','Cycle=2','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZNF784_FL_TGCGGG20NGA_2_AE	
D00734.002	ZNF784	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TGCGGG20NGA','Cycle=3','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/ZNF784_FL_TGCGGG20NGA_3_AE	
D00734.003	ZNF784	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TGCGGG20NGA','Cycle=4','Batch=AE']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/ZNF784_FL_TGCGGG20NGA_4_AE	
D00735.001	ZSCAN4	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TCTTTC20NTTG','Cycle=2','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZSCAN4_FL_TCTTTC20NTTG_2_W	
D00735.002	ZSCAN4	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TCTTTC20NTTG','Cycle=3','Batch=W']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/ZSCAN4_FL_TCTTTC20NTTG_3_W	
D00735.003	ZSCAN4	TF	Homo sapiens	C2H2 ZF		SELEX	['CloneType=FL','Primer=TCTTTC20NTTG','Cycle=4','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ZSCAN4_FL_TCTTTC20NTTG_4_W	
D00736.001	ARID3A	TF	Homo sapiens	ARID/BRIGHT		ChIP-seq	['CellLine=HepG2','Antibody=ARID3A_(NB100-279)','Lab=Stanford']	deepbind 0.1		deprecated	E:/Results/deepbind/encode/all/final/ARID3A_HepG2_ARID3A_(NB100-279)_Stanford	
D00736.002	ARID3A	TF	Homo sapiens	ARID/BRIGHT		ChIP-seq	['CellLine=K562','Antibody=ARID3A_(sc-8821)','Lab=Stanford']	deepbind 0.1			E:/Results/deepbind/encode/best/final/ARID3A_K562_ARID3A_(sc-8821)_Stanford	
D00737.001	ATF1	TF	Homo sapiens	bZIP		ChIP-seq	['CellLine=K562','Antibody=ATF1_(06-325)','Lab=Harvard']	deepbind 0.1			E:/Results/deepbind/encode/best/final/ATF1_K562_ATF1_(06-325)_Harvard	
D00738.001	ATF2	TF	Homo sapiens	bZIP		ChIP-seq	['CellLine=GM12878','Antibody=ATF2_(SC-81188)','Lab=HudsonAlpha']	deepbind 0.1		deprecated	E:/Results/deepbind/encode/all/final/ATF2_GM12878_ATF2_(SC-81188)_HudsonAlpha	
D00738.002	ATF2	TF	Homo sapiens	bZIP		ChIP-seq	['CellLine=H1-hESC','Antibody=ATF2_(SC-81188)','Lab=HudsonAlpha']	deepbind 0.1			E:/Results/deepbind/encode/best/final/ATF2_H1-hESC_ATF2_(SC-81188)_HudsonAlpha	
D00739.001	ATF3	TF	Homo sapiens	bZIP		ChIP-seq	['CellLine=H1-hESC','Antibody=ATF3','Lab=HudsonAlpha']	deepbind 0.1			E:/Results/deepbind/encode/best/final/ATF3_H1-hESC_ATF3_HudsonAlpha	
D00739.002	ATF3	TF	Homo sapiens	bZIP		ChIP-seq	['CellLine=HepG2','Antibody=ATF3','Lab=HudsonAlpha']	deepbind 0.1		deprecated	E:/Results/deepbind/encode/all/final/ATF3_HepG2_ATF3_HudsonAlpha	
D00739.003	ATF3	TF	Homo sapiens	bZIP		ChIP-seq	['CellLine=K562','Antibody=ATF3','Lab=HudsonAlpha']	deepbind 0.1		deprecated	E:/Results/deepbind/encode/all/final/ATF3_K562_ATF3_HudsonAlpha	
D00740.001	BACH1	TF	Homo sapiens	bZIP		ChIP-seq	['CellLine=H1-hESC','Antibody=Bach1_(sc-14700)','Lab=Stanford']	deepbind 0.1		deprecated	E:/Results/deepbind/encode/all/final/BACH1_H1-hESC_Bach1_(sc-14700)_Stanford	
D00740.002	BACH1	TF	Homo sapiens	bZIP		ChIP-seq	['CellLine=K562','Antibody=Bach1_(sc-14700)','Lab=Stanford']	deepbind 0.1			E:/Results/deepbind/encode/best/final/BACH1_K562_Bach1_(sc-14700)_Stanford	
D00741.001	BATF	TF	Homo sapiens	bZIP		ChIP-seq	['CellLine=GM12878','Antibody=BATF','Lab=HudsonAlpha']	deepbind 0.1			E:/Results/deepbind/encode/best/final/BATF_GM12878_BATF_HudsonAlpha	
D00742.001	BCL11A	TF	Homo sapiens	C2H2 ZF		ChIP-seq	['CellLine=GM12878','Antibody=BCL11A','Lab=HudsonAlpha']	deepbind 0.1		deprecated	E:/Results/deepbind/encode/all/final/BCL11A_GM12878_BCL11A_HudsonAlpha	
D00742.002	BCL11A	TF	Homo sapiens	C2H2 ZF		ChIP-seq	['CellLine=H1-hESC','Antibody=BCL11A','Lab=HudsonAlpha']	deepbind 0.1			E:/Results/deepbind/encode/best/final/BCL11A_H1-hESC_BCL11A_HudsonAlpha	
D00743.001	BCL3	TF	Homo sapiens			ChIP-seq	['CellLine=GM12878','Antibody=BCL3','Lab=HudsonAlpha']	deepbind 0.1			E:/Results/deepbind/encode/best/final/BCL3_GM12878_BCL3_HudsonAlpha	
